N_Accidente;Pais;Ciudad;Fecha;Horario_de_ocurrencia;Urbano/Rural;Tipo_de_Camino;Condiciones_climaticas;Numero_de_vehiculos_involucrados ;Velocidad_Limite;Edad_del_conductor;Sexo_del_conductor;Peatones_involucrados;Ciclistas_involucrados ;Accidente_Grave;Numero_de_lesiones;Numero_de_muertes;Causa_del_accidente;Riesgo_peatones;Joven_inexperto
10294;Reino Unido;Glasgow;45211;Manana;Urbano;Calle;Neblinoso;3;88;30;Masculino;2;0;Grave;13;3;Error humano;176;No
10295;Reino Unido;Londres;44990;Manana;Rural;Calle;Neblinoso;3;35;39;Femenino;0;2;No grave;11;4;Clima;0;No
10296;Reino Unido;Edimburgo;45171;Tarde;Urbano;Calle;Despejado;2;64;41;Femenino;2;0;Grave;14;4;Error humano;128;No
10297;Reino Unido;Edimburgo;45170;Noche;Rural;Carretera;Neblinoso;2;116;42;Femenino;1;1;Grave;15;1;Error humano;116;No
10298;Reino Unido;Manchester;45101;Noche;Urbano;Carretera;Lluvioso;2;97;55;Femenino;1;1;Grave;0;2;Error humano;97;No
10299;Reino Unido;Glasgow;44962;Noche;Urbano;Calle;Neblinoso;2;78;17;Femenino;0;2;Grave;19;3;Error humano;0;Si
10300;Reino Unido;Edimburgo;45201;Tarde;Urbano;Carretera;Despejado;4;90;17;Masculino;1;2;Grave;0;4;Error humano;90;Si
10301;Reino Unido;Manchester;45105;Noche;Urbano;Calle;Lluvioso;1;32;21;Masculino;0;2;No grave;14;0;Error humano;0;Si
10302;Reino Unido;Glasgow;45109;Manana;Urbano;Carretera;Lluvioso;4;57;35;Masculino;2;2;No grave;10;3;Error humano;114;No
10303;Reino Unido;Manchester;45230;Tarde;Urbano;Carretera;Nevoso;1;65;31;Masculino;1;1;No grave;7;0;Falla tecnica;65;No
10304;Reino Unido;Londres;45018;Manana;Rural;Calle;Lluvioso;1;42;61;Masculino;0;1;No grave;12;4;Error humano;0;No
10305;Reino Unido;Edimburgo;45171;Noche;Urbano;Calle;Nevoso;2;93;31;Femenino;0;2;Grave;16;1;Error humano;0;No
10306;Reino Unido;Londres;45237;Tarde;Urbano;Calle;Lluvioso;2;99;34;Masculino;0;1;Grave;9;2;Error humano;0;No
10307;Reino Unido;Birmingham;45109;Noche;Urbano;Carretera;Despejado;1;35;16;Femenino;1;1;Grave;3;0;Falla tecnica;35;Si
10308;Reino Unido;Londres;45109;Noche;Urbano;Calle;Lluvioso;2;55;36;Masculino;0;1;Grave;19;3;Error humano;0;No
10309;Reino Unido;Glasgow;45201;Tarde;Urbano;Calle;Neblinoso;4;56;17;Masculino;1;2;Grave;12;3;Error humano;56;Si
10310;Reino Unido;Birmingham;45053;Noche;Rural;Calle;Lluvioso;3;111;56;Femenino;0;1;Grave;17;2;Error humano;0;No
10311;Reino Unido;Glasgow;45181;Noche;Urbano;Calle;Lluvioso;2;109;21;Femenino;2;0;Grave;7;4;Error humano;218;Si
10312;Reino Unido;Edimburgo;44960;Noche;Urbano;Calle;Lluvioso;1;109;16;Femenino;1;2;Grave;14;1;Error humano;109;Si
10313;Reino Unido;Londres;45175;Noche;Urbano;Calle;Lluvioso;1;119;33;Femenino;1;0;Grave;10;1;Error humano;119;No
10314;Reino Unido;Manchester;44958;Tarde;Urbano;Carretera;Lluvioso;4;93;63;Masculino;2;1;Grave;6;3;Error humano;186;No
10315;Reino Unido;Glasgow;44938;Manana;Urbano;Calle;Despejado;4;69;18;Femenino;2;2;Grave;1;0;Error humano;138;Si
10316;Reino Unido;Manchester;45233;Noche;Urbano;Carretera;Neblinoso;2;98;21;Masculino;0;2;Grave;6;3;Error humano;0;Si
10317;Reino Unido;Glasgow;45028;Manana;Urbano;Carretera;Lluvioso;4;84;21;Femenino;2;2;Grave;5;2;Error humano;168;Si
10318;Reino Unido;Glasgow;45203;Manana;Rural;Calle;Lluvioso;2;69;43;Femenino;2;2;Grave;15;4;Falla tecnica;138;No
10319;Reino Unido;Birmingham;45234;Manana;Urbano;Calle;Lluvioso;3;81;17;Femenino;0;0;Grave;0;0;Error humano;0;Si
10320;Reino Unido;Londres;45150;Tarde;Urbano;Calle;Neblinoso;4;46;29;Masculino;0;0;Grave;5;4;Error humano;0;No
10321;Reino Unido;Glasgow;45080;Noche;Urbano;Carretera;Lluvioso;3;112;48;Masculino;2;2;Grave;14;2;Error humano;224;No
10322;Reino Unido;Birmingham;45081;Tarde;Urbano;Calle;Neblinoso;1;69;48;Masculino;0;1;Grave;11;4;Falla tecnica;0;No
10323;Reino Unido;Birmingham;45084;Tarde;Urbano;Calle;Lluvioso;2;61;18;Femenino;1;1;Grave;6;1;Error humano;61;Si
10324;Reino Unido;Edimburgo;44929;Noche;Urbano;Carretera;Neblinoso;3;36;21;Masculino;1;2;No grave;3;0;Error humano;36;Si
10325;Reino Unido;Londres;45389;Noche;Rural;Carretera;Nevoso;2;110;38;Femenino;2;1;Grave;2;4;Error humano;220;No
10326;Reino Unido;Edimburgo;45506;Manana;Urbano;Carretera;Despejado;3;113;68;Masculino;1;2;Grave;14;4;Error humano;113;No
10327;Reino Unido;Manchester;45352;Tarde;Urbano;Calle;Nevoso;2;94;17;Masculino;0;1;Grave;16;1;Clima;0;Si
10328;Reino Unido;Manchester;45627;Manana;Urbano;Calle;Nevoso;3;40;32;Femenino;2;0;Grave;9;0;Clima;80;No
10329;Reino Unido;Birmingham;45638;Tarde;Urbano;Calle;Lluvioso;3;43;16;Masculino;0;1;Grave;16;0;Falla tecnica;0;Si
10330;Reino Unido;Glasgow;45352;Manana;Urbano;Carretera;Despejado;4;46;16;Femenino;2;2;Grave;9;0;Error humano;92;Si
10331;Reino Unido;Londres;45410;Manana;Urbano;Carretera;Nevoso;4;36;57;Femenino;0;2;No grave;14;0;Error humano;0;No
10332;Reino Unido;Manchester;45443;Noche;Rural;Carretera;Despejado;4;58;60;Masculino;1;2;No grave;15;3;Falla tecnica;58;No
10333;Reino Unido;Londres;45450;Noche;Urbano;Carretera;Lluvioso;2;35;66;Femenino;0;2;Grave;16;0;Error humano;0;No
10334;Reino Unido;Londres;45350;Tarde;Rural;Carretera;Lluvioso;2;54;62;Femenino;0;2;Grave;3;1;Error humano;0;No
10335;Reino Unido;Birmingham;45624;Manana;Urbano;Calle;Neblinoso;1;69;27;Femenino;1;1;Grave;17;1;Error humano;69;No
10336;Reino Unido;Birmingham;45600;Noche;Urbano;Calle;Lluvioso;2;65;19;Masculino;2;1;No grave;10;1;Error humano;130;Si
10337;Reino Unido;Birmingham;45384;Manana;Urbano;Calle;Lluvioso;2;113;16;Femenino;1;0;Grave;7;2;Error humano;113;Si
10338;Reino Unido;Birmingham;45334;Noche;Urbano;Calle;Lluvioso;3;97;21;Masculino;2;1;Grave;10;1;Falla tecnica;194;Si
10339;Reino Unido;Manchester;45479;Noche;Rural;Calle;Lluvioso;2;87;49;Femenino;2;0;Grave;15;1;Error humano;174;No
10340;Reino Unido;Londres;45358;Noche;Urbano;Carretera;Neblinoso;2;112;23;Femenino;0;0;Grave;0;4;Error humano;0;Si
10341;Reino Unido;Glasgow;45504;Noche;Rural;Carretera;Despejado;1;118;72;Masculino;1;1;Grave;17;0;Error humano;118;No
10342;Reino Unido;Londres;45445;Tarde;Urbano;Calle;Nevoso;4;74;16;Femenino;1;2;Grave;8;1;Error humano;74;Si
10343;Reino Unido;Edimburgo;45506;Noche;Urbano;Carretera;Despejado;1;46;64;Femenino;0;1;No grave;3;0;Error humano;0;No
10344;Reino Unido;Edimburgo;45567;Noche;Urbano;Calle;Lluvioso;4;81;24;Femenino;0;0;Grave;4;0;Falla tecnica;0;Si
10345;Reino Unido;Birmingham;45324;Tarde;Urbano;Carretera;Despejado;2;60;42;Femenino;2;1;Grave;10;2;Error humano;120;No
10346;Reino Unido;Birmingham;45571;Manana;Urbano;Calle;Lluvioso;3;94;17;Masculino;0;2;Grave;12;0;Error humano;0;Si
10347;Reino Unido;Glasgow;45608;Tarde;Urbano;Calle;Nevoso;1;41;17;Masculino;0;0;No grave;4;1;Error humano;0;Si
10348;Reino Unido;Londres;45417;Tarde;Urbano;Calle;Lluvioso;1;57;38;Masculino;0;1;Grave;19;0;Error humano;0;No
10349;Reino Unido;Glasgow;45414;Manana;Urbano;Carretera;Despejado;3;82;30;Masculino;0;0;Grave;11;4;Error humano;0;No
10350;Reino Unido;Birmingham;45497;Noche;Urbano;Calle;Neblinoso;2;30;45;Femenino;1;1;Grave;4;3;Error humano;30;No
10351;Reino Unido;Glasgow;45424;Noche;Urbano;Calle;Neblinoso;1;95;16;Masculino;2;1;Grave;15;4;Error humano;190;Si
10352;Reino Unido;Edimburgo;45445;Noche;Rural;Calle;Despejado;2;109;39;Femenino;2;0;Grave;0;3;Error humano;218;No
10353;Reino Unido;Manchester;45471;Tarde;Urbano;Calle;Lluvioso;3;39;19;Masculino;0;1;Grave;9;4;Falla tecnica;0;Si
10354;Reino Unido;Edimburgo;45323;Tarde;Urbano;Carretera;Despejado;3;119;23;Masculino;0;0;Grave;8;4;Error humano;0;Si
10355;Reino Unido;Londres;45511;Manana;Urbano;Calle;Lluvioso;4;119;28;Femenino;2;1;Grave;14;3;Error humano;238;No
10356;Reino Unido;Edimburgo;45383;Noche;Urbano;Calle;Lluvioso;3;77;71;Masculino;1;2;Grave;15;3;Clima;77;No
10357;Reino Unido;Birmingham;45363;Tarde;Urbano;Calle;Lluvioso;3;35;62;Femenino;1;1;No grave;0;2;Error humano;35;No
10358;Reino Unido;Glasgow;45570;Noche;Urbano;Calle;Neblinoso;4;94;16;Femenino;2;2;Grave;9;1;Error humano;188;Si
10359;Reino Unido;Edimburgo;45375;Manana;Rural;Carretera;Lluvioso;4;45;71;Femenino;2;0;No grave;7;2;Error humano;90;No
10360;Reino Unido;Manchester;45350;Noche;Rural;Calle;Nevoso;4;78;42;Femenino;1;2;Grave;4;2;Clima;78;No
10361;Reino Unido;Edimburgo;45323;Tarde;Urbano;Calle;Neblinoso;3;34;32;Femenino;1;0;No grave;12;4;Falla tecnica;34;No
10362;Reino Unido;Londres;45516;Noche;Urbano;Carretera;Despejado;1;53;25;Masculino;0;2;Grave;9;0;Error humano;0;Si
10363;Reino Unido;Londres;45596;Noche;Urbano;Carretera;Lluvioso;3;116;61;Masculino;2;2;Grave;15;1;Error humano;232;No
10364;Reino Unido;Glasgow;45383;Manana;Urbano;Carretera;Neblinoso;2;112;71;Femenino;2;0;Grave;0;0;Error humano;224;No
10365;Reino Unido;Londres;45539;Noche;Rural;Carretera;Lluvioso;1;48;70;Masculino;0;1;Grave;17;0;Error humano;0;No
10366;Reino Unido;Edimburgo;45563;Manana;Urbano;Carretera;Nevoso;3;110;16;Femenino;0;2;Grave;2;3;Error humano;0;Si
10367;Reino Unido;Manchester;45394;Manana;Rural;Calle;Despejado;1;32;60;Femenino;1;2;Grave;11;1;Falla tecnica;32;No
10368;Reino Unido;Londres;45418;Noche;Urbano;Carretera;Neblinoso;1;34;20;Masculino;0;1;No grave;18;2;Error humano;0;Si
10369;Reino Unido;Londres;45504;Noche;Urbano;Calle;Neblinoso;2;69;28;Masculino;0;1;Grave;19;2;Error humano;0;No
10370;Reino Unido;Londres;45350;Noche;Urbano;Calle;Lluvioso;4;48;23;Masculino;2;0;Grave;12;2;Error humano;96;Si
10371;Reino Unido;Birmingham;45540;Manana;Urbano;Calle;Despejado;1;46;17;Femenino;1;2;Grave;9;2;Error humano;46;Si
10372;Reino Unido;Londres;45506;Manana;Urbano;Carretera;Lluvioso;4;52;66;Femenino;0;0;No grave;5;1;Error humano;0;No
10373;Reino Unido;Edimburgo;45387;Tarde;Urbano;Carretera;Neblinoso;4;68;16;Femenino;0;2;No grave;10;3;Error humano;0;Si
10374;Reino Unido;Londres;45506;Noche;Urbano;Calle;Lluvioso;4;81;17;Masculino;1;0;Grave;16;1;Error humano;81;Si
10375;Reino Unido;Glasgow;45445;Tarde;Rural;Calle;Neblinoso;3;66;54;Masculino;1;0;Grave;3;1;Error humano;66;No
10376;Reino Unido;Birmingham;45334;Noche;Urbano;Carretera;Nevoso;1;102;31;Femenino;1;1;Grave;16;3;Error humano;102;No
10377;Reino Unido;Edimburgo;45475;Noche;Urbano;Carretera;Lluvioso;2;117;68;Femenino;2;0;Grave;3;4;Error humano;234;No
10378;Reino Unido;Birmingham;45598;Noche;Rural;Carretera;Neblinoso;1;72;39;Femenino;2;2;Grave;6;1;Error humano;144;No
10379;Reino Unido;Birmingham;45510;Noche;Urbano;Calle;Lluvioso;1;80;21;Femenino;2;2;Grave;17;0;Falla tecnica;160;Si
10380;Reino Unido;Birmingham;45406;Tarde;Urbano;Carretera;Nevoso;2;52;41;Femenino;1;1;No grave;8;2;Clima;52;No
10381;Reino Unido;Edimburgo;45596;Tarde;Urbano;Carretera;Despejado;1;76;26;Femenino;2;2;Grave;18;0;Error humano;152;No
10382;Reino Unido;Manchester;45569;Noche;Urbano;Carretera;Lluvioso;2;62;28;Masculino;1;1;Grave;11;0;Clima;62;No
10383;Reino Unido;Birmingham;45509;Tarde;Urbano;Calle;Neblinoso;2;98;17;Femenino;0;1;Grave;6;4;Clima;0;Si
10384;Reino Unido;Manchester;45509;Tarde;Urbano;Calle;Despejado;2;115;19;Masculino;2;0;Grave;16;1;Error humano;230;Si
10385;Reino Unido;Birmingham;45602;Tarde;Urbano;Calle;Despejado;4;115;46;Masculino;2;2;Grave;14;0;Error humano;230;No
10386;Reino Unido;Edimburgo;45296;Tarde;Urbano;Carretera;Lluvioso;2;33;35;Femenino;2;1;Grave;6;0;Error humano;66;No
10387;Reino Unido;Edimburgo;45383;Noche;Rural;Carretera;Lluvioso;4;91;46;Masculino;0;0;Grave;10;2;Error humano;0;No
10388;Reino Unido;Birmingham;45447;Noche;Rural;Carretera;Lluvioso;2;114;59;Masculino;0;1;Grave;15;1;Error humano;0;No
10389;Reino Unido;Birmingham;45354;Noche;Urbano;Calle;Lluvioso;1;75;16;Femenino;1;1;Grave;1;0;Clima;75;Si
10390;Reino Unido;Edimburgo;45497;Tarde;Urbano;Calle;Nevoso;1;66;32;Masculino;2;1;Grave;4;1;Error humano;132;No
10391;Reino Unido;Manchester;45577;Noche;Urbano;Calle;Lluvioso;2;71;40;Masculino;1;1;Grave;6;3;Error humano;71;No
10392;Reino Unido;Manchester;45572;Tarde;Urbano;Calle;Lluvioso;3;99;17;Masculino;2;2;Grave;1;3;Error humano;198;Si
10393;Reino Unido;Birmingham;45424;Noche;Urbano;Carretera;Despejado;1;46;16;Masculino;1;1;Grave;7;4;Error humano;46;Si
10394;Reino Unido;Manchester;45597;Noche;Urbano;Calle;Lluvioso;4;114;16;Femenino;1;0;Grave;4;4;Error humano;114;Si
10395;Reino Unido;Edimburgo;45570;Noche;Urbano;Carretera;Despejado;4;51;59;Femenino;2;1;No grave;14;1;Error humano;102;No
10396;Reino Unido;Manchester;45476;Tarde;Urbano;Calle;Nevoso;1;81;17;Femenino;2;2;Grave;4;1;Falla tecnica;162;Si
10397;Reino Unido;Edimburgo;45600;Noche;Rural;Calle;Nevoso;1;48;57;Femenino;2;0;No grave;12;0;Error humano;96;No
10398;Reino Unido;Manchester;45627;Noche;Rural;Carretera;Despejado;1;103;35;Femenino;1;0;Grave;4;1;Error humano;103;No
10399;Reino Unido;Glasgow;45383;Tarde;Urbano;Carretera;Neblinoso;3;55;47;Femenino;0;2;No grave;12;4;Falla tecnica;0;No
10400;Reino Unido;Glasgow;45297;Noche;Urbano;Carretera;Lluvioso;3;52;66;Femenino;0;1;No grave;7;3;Falla tecnica;0;No
10401;Reino Unido;Edimburgo;45325;Tarde;Urbano;Carretera;Despejado;2;56;22;Masculino;0;0;Grave;12;1;Error humano;0;Si
10402;Reino Unido;Glasgow;45627;Noche;Urbano;Carretera;Lluvioso;3;59;61;Masculino;1;0;No grave;3;3;Clima;59;No
10403;Reino Unido;Glasgow;45444;Noche;Urbano;Calle;Nevoso;2;101;16;Masculino;1;2;Grave;3;4;Error humano;101;Si
10404;Reino Unido;Birmingham;45328;Noche;Urbano;Calle;Neblinoso;2;111;17;Femenino;1;2;Grave;17;0;Error humano;111;Si
10405;Reino Unido;Edimburgo;45471;Tarde;Urbano;Calle;Lluvioso;3;47;60;Masculino;1;1;Grave;5;0;Error humano;47;No
10406;Reino Unido;Manchester;45443;Manana;Rural;Calle;Lluvioso;3;106;58;Masculino;2;0;Grave;11;2;Error humano;212;No
10407;Reino Unido;Londres;45417;Manana;Urbano;Calle;Neblinoso;2;67;16;Femenino;2;2;Grave;2;3;Error humano;134;Si
10408;Reino Unido;Manchester;45475;Noche;Urbano;Calle;Lluvioso;4;68;17;Femenino;1;0;Grave;1;4;Error humano;68;Si
10409;Reino Unido;Londres;45389;Tarde;Rural;Calle;Nevoso;2;44;39;Femenino;2;1;Grave;3;4;Falla tecnica;88;No
10410;Reino Unido;Edimburgo;45567;Manana;Rural;Calle;Lluvioso;1;89;35;Femenino;2;0;Grave;9;4;Error humano;178;No
10411;Reino Unido;Birmingham;45475;Tarde;Urbano;Calle;Lluvioso;1;56;17;Masculino;1;2;No grave;9;3;Error humano;56;Si
10412;Reino Unido;Manchester;45475;Noche;Urbano;Carretera;Lluvioso;2;76;19;Masculino;1;2;Grave;8;4;Error humano;76;Si
10413;Reino Unido;Glasgow;45356;Tarde;Urbano;Calle;Despejado;4;89;33;Masculino;0;2;Grave;15;4;Falla tecnica;0;No
10414;Reino Unido;Edimburgo;45384;Tarde;Rural;Calle;Despejado;3;56;69;Masculino;2;0;No grave;11;4;Clima;112;No
10415;Reino Unido;Londres;45601;Noche;Urbano;Calle;Nevoso;2;93;16;Femenino;0;1;Grave;4;2;Error humano;0;Si
10416;Reino Unido;Birmingham;45446;Noche;Urbano;Calle;Lluvioso;2;56;16;Femenino;0;2;Grave;17;0;Error humano;0;Si
10417;Reino Unido;Birmingham;45478;Noche;Rural;Carretera;Lluvioso;1;47;37;Femenino;2;1;Grave;19;2;Error humano;94;No
10418;Reino Unido;Glasgow;45326;Noche;Urbano;Calle;Neblinoso;2;58;42;Femenino;0;1;No grave;0;3;Error humano;0;No
10419;Reino Unido;Edimburgo;45608;Manana;Urbano;Calle;Nevoso;1;73;28;Femenino;2;0;Grave;5;0;Falla tecnica;146;No
10420;Reino Unido;Londres;45516;Manana;Urbano;Calle;Despejado;1;119;25;Masculino;1;2;Grave;9;1;Error humano;119;Si
10421;Reino Unido;Edimburgo;45598;Tarde;Urbano;Calle;Despejado;1;112;37;Masculino;2;1;Grave;7;3;Error humano;224;No
10422;Reino Unido;Birmingham;45638;Manana;Urbano;Calle;Despejado;4;118;27;Masculino;2;0;Grave;15;2;Error humano;236;No
10423;Reino Unido;Birmingham;45638;Noche;Urbano;Calle;Neblinoso;1;94;36;Femenino;1;0;Grave;18;2;Clima;94;No
10424;Reino Unido;Manchester;45327;Tarde;Urbano;Calle;Despejado;2;85;16;Femenino;1;1;Grave;12;0;Clima;85;Si
10425;Reino Unido;Londres;45324;Noche;Urbano;Calle;Lluvioso;3;110;17;Femenino;2;1;Grave;10;4;Error humano;220;Si
10426;Reino Unido;Glasgow;45447;Noche;Urbano;Carretera;Lluvioso;4;81;17;Masculino;1;2;Grave;16;0;Error humano;81;Si
10427;Reino Unido;Birmingham;45631;Noche;Urbano;Calle;Neblinoso;3;49;16;Masculino;0;2;Grave;4;4;Falla tecnica;0;Si
10428;Reino Unido;Birmingham;45566;Manana;Rural;Carretera;Neblinoso;1;70;62;Masculino;2;0;No grave;5;0;Clima;140;No
10429;Reino Unido;Londres;45353;Noche;Urbano;Calle;Lluvioso;4;112;21;Femenino;2;0;Grave;16;4;Error humano;224;Si
10430;Reino Unido;Manchester;45601;Noche;Rural;Carretera;Despejado;3;53;54;Masculino;0;1;No grave;11;3;Falla tecnica;0;No
10431;Reino Unido;Londres;45599;Noche;Urbano;Calle;Lluvioso;3;116;64;Femenino;1;1;Grave;5;0;Error humano;116;No
10432;Reino Unido;Glasgow;45506;Noche;Rural;Carretera;Neblinoso;1;30;64;Femenino;0;0;Grave;19;3;Error humano;0;No
10433;Reino Unido;Manchester;45566;Noche;Urbano;Calle;Nevoso;3;79;44;Masculino;2;1;Grave;3;4;Error humano;158;No
10434;Reino Unido;Edimburgo;45628;Manana;Urbano;Carretera;Despejado;1;100;73;Femenino;1;0;Grave;18;1;Falla tecnica;100;No
10435;Reino Unido;Birmingham;45445;Tarde;Urbano;Calle;Lluvioso;2;117;25;Masculino;0;0;Grave;1;4;Error humano;0;Si
10436;Reino Unido;Glasgow;45375;Tarde;Urbano;Calle;Neblinoso;2;47;16;Masculino;1;1;Grave;18;1;Clima;47;Si
10437;Reino Unido;Edimburgo;45326;Noche;Urbano;Calle;Despejado;2;83;44;Masculino;1;0;Grave;10;0;Error humano;83;No
10438;Reino Unido;Londres;45296;Manana;Rural;Carretera;Nevoso;4;58;64;Femenino;1;1;No grave;9;1;Clima;58;No
10439;Reino Unido;Manchester;45627;Noche;Rural;Calle;Lluvioso;2;110;62;Masculino;1;1;Grave;5;2;Error humano;110;No
10440;Reino Unido;Edimburgo;45601;Noche;Urbano;Calle;Nevoso;3;36;22;Femenino;1;1;Grave;6;2;Error humano;36;Si
10441;Reino Unido;Manchester;45547;Manana;Rural;Carretera;Neblinoso;2;43;72;Femenino;1;2;No grave;1;1;Error humano;43;No
10442;Reino Unido;Edimburgo;45507;Noche;Urbano;Calle;Despejado;3;95;24;Femenino;2;1;Grave;7;3;Clima;190;Si
10443;Reino Unido;Birmingham;45443;Manana;Rural;Calle;Despejado;2;73;44;Femenino;0;1;Grave;3;0;Falla tecnica;0;No
10444;Reino Unido;Londres;45627;Noche;Rural;Calle;Nevoso;3;63;36;Masculino;0;0;Grave;6;1;Clima;0;No
10445;Reino Unido;Birmingham;45418;Manana;Urbano;Carretera;Lluvioso;1;31;19;Femenino;2;2;Grave;6;4;Error humano;62;Si
10446;Reino Unido;Manchester;45353;Noche;Urbano;Carretera;Lluvioso;4;37;32;Masculino;0;0;Grave;8;1;Clima;0;No
10447;Reino Unido;Edimburgo;45406;Manana;Urbano;Carretera;Nevoso;1;39;16;Femenino;2;1;No grave;11;4;Error humano;78;Si
10448;Reino Unido;Glasgow;45356;Noche;Rural;Carretera;Despejado;2;53;66;Masculino;2;2;Grave;5;2;Falla tecnica;106;No
10449;Reino Unido;Londres;45547;Manana;Urbano;Calle;Despejado;3;88;29;Masculino;2;0;Grave;16;4;Falla tecnica;176;No
10450;Reino Unido;Birmingham;45568;Tarde;Urbano;Carretera;Lluvioso;3;41;39;Masculino;2;2;No grave;18;1;Error humano;82;No
10451;Reino Unido;Londres;45424;Noche;Urbano;Calle;Lluvioso;1;98;21;Femenino;1;1;Grave;19;3;Error humano;98;Si
10452;Reino Unido;Edimburgo;45446;Tarde;Urbano;Carretera;Lluvioso;2;49;17;Femenino;1;0;Grave;9;4;Error humano;49;Si
10453;Reino Unido;Glasgow;45443;Noche;Urbano;Calle;Nevoso;1;53;26;Femenino;1;2;No grave;5;4;Error humano;53;No
10454;Reino Unido;Manchester;45567;Noche;Urbano;Calle;Lluvioso;3;39;34;Femenino;2;1;No grave;17;3;Error humano;78;No
10455;Reino Unido;Manchester;45323;Tarde;Urbano;Calle;Lluvioso;2;71;32;Masculino;0;0;Grave;5;0;Clima;0;No
10456;Reino Unido;Edimburgo;45566;Noche;Urbano;Calle;Neblinoso;4;68;16;Masculino;1;2;No grave;14;3;Clima;68;Si
10457;Reino Unido;Manchester;45536;Noche;Urbano;Calle;Neblinoso;2;42;32;Femenino;0;2;Grave;12;1;Falla tecnica;0;No
10458;Reino Unido;Edimburgo;45471;Noche;Urbano;Calle;Nevoso;2;39;23;Masculino;2;0;No grave;13;3;Falla tecnica;78;Si
10459;Reino Unido;Londres;45563;Noche;Urbano;Carretera;Lluvioso;4;109;16;Femenino;0;1;Grave;8;2;Error humano;0;Si
10460;Reino Unido;Edimburgo;45535;Tarde;Urbano;Calle;Nevoso;1;38;26;Femenino;1;0;Grave;18;1;Error humano;38;No
10461;Reino Unido;Glasgow;45569;Manana;Urbano;Calle;Despejado;4;30;19;Masculino;0;0;Grave;17;3;Clima;0;Si
10462;Reino Unido;Birmingham;45384;Noche;Urbano;Carretera;Lluvioso;1;102;66;Femenino;0;2;Grave;1;4;Error humano;0;No
10463;Reino Unido;Manchester;45298;Noche;Rural;Calle;Despejado;3;71;50;Masculino;1;2;Grave;18;3;Falla tecnica;71;No
10464;Reino Unido;Birmingham;45444;Manana;Urbano;Calle;Despejado;2;97;18;Femenino;1;0;Grave;2;1;Error humano;97;Si
10465;Reino Unido;Glasgow;45566;Noche;Urbano;Carretera;Lluvioso;4;114;67;Femenino;0;1;Grave;6;1;Error humano;0;No
10466;Reino Unido;Edimburgo;45631;Noche;Urbano;Calle;Lluvioso;2;41;17;Femenino;1;0;No grave;2;0;Falla tecnica;41;Si
10467;Reino Unido;Glasgow;45608;Noche;Rural;Carretera;Lluvioso;1;87;70;Masculino;1;0;Grave;4;2;Error humano;87;No
10468;Reino Unido;Londres;45363;Tarde;Rural;Calle;Despejado;1;119;57;Femenino;2;2;Grave;4;4;Error humano;238;No
10469;Reino Unido;Birmingham;45506;Noche;Urbano;Calle;Lluvioso;3;64;31;Femenino;0;0;No grave;3;3;Error humano;0;No
10470;Reino Unido;Birmingham;45448;Noche;Urbano;Carretera;Lluvioso;2;44;21;Masculino;1;0;No grave;17;3;Error humano;44;Si
10471;Reino Unido;Edimburgo;45443;Noche;Urbano;Calle;Nevoso;4;37;45;Masculino;0;2;Grave;4;1;Falla tecnica;0;No
10472;Reino Unido;Edimburgo;45608;Noche;Rural;Carretera;Neblinoso;2;110;44;Masculino;1;1;Grave;13;2;Error humano;110;No
10473;Reino Unido;Londres;45350;Tarde;Urbano;Calle;Lluvioso;1;75;22;Femenino;1;1;Grave;8;0;Falla tecnica;75;Si
10474;Reino Unido;Birmingham;45293;Noche;Urbano;Calle;Lluvioso;1;75;16;Femenino;1;1;Grave;15;3;Error humano;75;Si
10475;Reino Unido;Londres;45352;Manana;Urbano;Carretera;Nevoso;3;65;20;Masculino;0;0;Grave;8;0;Error humano;0;Si
10476;Reino Unido;Manchester;45471;Noche;Urbano;Calle;Despejado;1;32;16;Femenino;1;1;Grave;0;0;Clima;32;Si
10477;Reino Unido;Londres;45353;Manana;Urbano;Carretera;Lluvioso;2;66;60;Femenino;1;2;No grave;3;1;Falla tecnica;66;No
10478;Reino Unido;Glasgow;45566;Noche;Urbano;Carretera;Despejado;1;114;66;Femenino;1;1;Grave;7;0;Error humano;114;No
10479;Reino Unido;Glasgow;45516;Manana;Rural;Carretera;Despejado;2;47;65;Masculino;1;1;No grave;14;1;Clima;47;No
10480;Reino Unido;Glasgow;45657;Manana;Urbano;Carretera;Lluvioso;2;89;44;Femenino;0;0;Grave;7;3;Error humano;0;No
10481;Reino Unido;Londres;45476;Noche;Urbano;Calle;Despejado;3;93;43;Masculino;2;1;Grave;12;1;Falla tecnica;186;No
10482;Reino Unido;Manchester;45356;Noche;Urbano;Carretera;Lluvioso;1;98;21;Femenino;1;0;Grave;16;2;Error humano;98;Si
10483;Reino Unido;Londres;45383;Tarde;Rural;Calle;Lluvioso;4;76;62;Masculino;2;0;Grave;10;2;Error humano;152;No
10484;Reino Unido;Edimburgo;45417;Noche;Rural;Calle;Despejado;2;55;43;Masculino;1;0;No grave;12;0;Falla tecnica;55;No
10485;Reino Unido;Glasgow;45628;Tarde;Urbano;Carretera;Despejado;2;34;20;Femenino;0;1;No grave;8;2;Error humano;0;Si
10486;Reino Unido;Birmingham;45446;Noche;Rural;Calle;Lluvioso;2;45;44;Femenino;0;0;Grave;5;2;Error humano;0;No
