N_Accidente;Pais;Ciudad;Fecha;Horario_de_ocurrencia;Urbano/Rural;Tipo_de_Camino;Condiciones_climaticas;Numero_de_vehiculos_involucrados ;Velocidad_Limite;Edad_del_conductor;Sexo_del_conductor;Peatones_involucrados;Ciclistas_involucrados ;Gravedad_del_accidente;Numero_de_lesiones;Numero_de_muertes;Causa_del_accidente
9644;Reino Unido;Londres;02-09-2022;Manana;Urbano;Carretera;Lluvioso;4;40;27;Masculino;0;0;Grave;12;4;Conducir en estado de ebriedad
9645;Reino Unido;Birmingham;02-09-2022;Noche;Rural;Carretera;Lluvioso;2;78;17;Masculino;2;0;Grave;18;0;Falla mecanica
9646;Reino Unido;Birmingham;12-10-2022;Tarde;Rural;Calle;Despejado;4;97;75;Femenino;0;2;Grave;11;0;Conducir en estado de ebriedad
9647;Reino Unido;Edimburgo;24-12-2022;Manana;Urbano;Calle;Nevoso;4;34;16;Masculino;2;1;Grave;8;2;Conducir distraido
9648;Reino Unido;Manchester;05-09-2022;Noche;Rural;Calle;Despejado;2;82;72;Masculino;1;0;Grave;10;1;Exceso de velocidad
9649;Reino Unido;Manchester;02-05-2022;Noche;Urbano;Carretera;Lluvioso;1;50;19;Masculino;0;2;Grave;18;3;Exceso de velocidad
9650;Reino Unido;Manchester;02-03-2022;Noche;Rural;Calle;Despejado;1;44;17;Femenino;2;1;No Grave;14;0;Clima
9651;Reino Unido;Manchester;01-01-2022;Noche;Rural;Calle;Despejado;4;46;70;Masculino;2;0;Grave;11;0;Conducir en estado de ebriedad
9652;Reino Unido;Londres;02-03-2022;Noche;Rural;Carretera principal;Lluvioso;1;106;16;Femenino;0;1;No Grave;3;0;Exceso de velocidad
9653;Reino Unido;Birmingham;28-11-2022;Manana;Urbano;Calle;Lluvioso;4;37;74;Femenino;1;1;Grave;4;1;Exceso de velocidad
9654;Reino Unido;Londres;12-01-2022;Tarde;Urbano;Calle;Nevoso;2;57;33;Femenino;2;2;Grave;5;4;Conducir distraido
9655;Reino Unido;Edimburgo;07-10-2022;Noche;Rural;Calle;Nevoso;3;58;58;Masculino;0;0;Grave;3;4;Falla mecanica
9656;Reino Unido;Glasgow;12-01-2022;Tarde;Rural;Carretera principal;Nevoso;1;94;25;Masculino;1;0;No Grave;17;1;Clima
9657;Reino Unido;Manchester;01-06-2022;Noche;Rural;Calle;Despejado;3;42;47;Masculino;2;1;Grave;12;1;Falla mecanica
9658;Reino Unido;Londres;02-10-2022;Tarde;Urbano;Carretera;Neblinoso;2;50;17;Masculino;1;0;Grave;2;2;Exceso de velocidad
9659;Reino Unido;Manchester;06-11-2022;Manana;Urbano;Carretera;Neblinoso;1;34;24;Masculino;2;2;No Grave;10;0;Exceso de velocidad
9660;Reino Unido;Birmingham;02-05-2022;Noche;Rural;Calle;Neblinoso;4;118;25;Masculino;0;2;Grave;13;1;Conducir en estado de ebriedad
9661;Reino Unido;Londres;31-05-2022;Noche;Rural;Carretera principal;Neblinoso;4;36;17;Femenino;1;2;Grave;2;0;Clima
9662;Reino Unido;Londres;02-07-2022;Noche;Rural;Carretera principal;Nevoso;4;52;18;Femenino;2;1;No Grave;14;4;Conducir en estado de ebriedad
9663;Reino Unido;Londres;05-01-2022;Noche;Urbano;Calle;Ventoso;3;106;28;Masculino;1;1;Grave;4;3;Conducir en estado de ebriedad
9664;Reino Unido;Glasgow;31-07-2022;Noche;Urbano;Calle;Ventoso;4;55;69;Masculino;0;1;No Grave;10;1;Conducir distraido
9665;Reino Unido;Birmingham;12-08-2022;Noche;Rural;Carretera principal;Nevoso;4;76;55;Femenino;1;1;Grave;6;2;Exceso de velocidad
9666;Reino Unido;Birmingham;02-12-2022;Tarde;Urbano;Calle;Despejado;3;117;21;Femenino;1;0;Grave;6;3;Exceso de velocidad
9667;Reino Unido;Glasgow;07-10-2022;Noche;Rural;Carretera;Nevoso;4;78;33;Femenino;0;1;No Grave;1;0;Falla mecanica
9668;Reino Unido;Manchester;05-06-2022;Noche;Rural;Calle;Ventoso;2;90;41;Masculino;0;1;No Grave;13;4;Conducir en estado de ebriedad
9669;Reino Unido;Londres;01-06-2022;Tarde;Urbano;Calle;Neblinoso;1;34;72;Masculino;1;1;No Grave;5;0;Exceso de velocidad
9670;Reino Unido;Manchester;06-09-2022;Manana;Urbano;Calle;Nevoso;2;109;62;Femenino;2;0;Grave;12;3;Clima
9671;Reino Unido;Glasgow;12-06-2022;Manana;Urbano;Carretera principal;Nevoso;3;91;55;Femenino;0;1;No Grave;13;0;Falla mecanica
9672;Reino Unido;Birmingham;07-01-2022;Tarde;Rural;Carretera;Lluvioso;1;33;57;Masculino;0;0;Grave;5;2;Conducir distraido
9673;Reino Unido;Glasgow;04-12-2022;Tarde;Rural;Carretera principal;Neblinoso;2;33;64;Femenino;2;0;No Grave;8;2;Falla mecanica
9674;Reino Unido;Glasgow;28-02-2022;Noche;Urbano;Carretera;Nevoso;1;104;41;Masculino;2;1;Grave;6;4;Conducir en estado de ebriedad
9675;Reino Unido;Edimburgo;07-07-2022;Noche;Urbano;Carretera principal;Nevoso;1;110;35;Masculino;2;1;No Grave;7;3;Conducir en estado de ebriedad
9676;Reino Unido;Birmingham;06-02-2022;Noche;Urbano;Calle;Neblinoso;3;58;37;Femenino;1;1;Grave;16;2;Conducir en estado de ebriedad
9677;Reino Unido;Edimburgo;12-04-2022;Manana;Urbano;Carretera principal;Nevoso;2;93;21;Masculino;0;0;No Grave;4;1;Exceso de velocidad
9678;Reino Unido;Edimburgo;01-10-2022;Tarde;Rural;Carretera;Despejado;3;36;69;Femenino;0;1;Grave;3;1;Clima
9679;Reino Unido;Edimburgo;02-10-2022;Tarde;Urbano;Calle;Despejado;3;87;16;Masculino;2;0;Grave;9;4;Exceso de velocidad
9680;Reino Unido;Edimburgo;02-06-2022;Manana;Urbano;Calle;Despejado;2;42;63;Femenino;1;1;No Grave;13;3;Conducir en estado de ebriedad
9681;Reino Unido;Londres;02-09-2022;Manana;Rural;Calle;Ventoso;4;82;59;Femenino;1;0;No Grave;3;1;Falla mecanica
9682;Reino Unido;Glasgow;31-01-2022;Noche;Urbano;Carretera principal;Ventoso;1;62;17;Masculino;0;0;Grave;14;1;Exceso de velocidad
9683;Reino Unido;Manchester;12-02-2022;Tarde;Rural;Calle;Ventoso;1;97;29;Masculino;1;0;No Grave;1;0;Clima
9684;Reino Unido;Birmingham;07-03-2022;Manana;Urbano;Calle;Lluvioso;2;107;72;Femenino;2;2;No Grave;11;2;Falla mecanica
9685;Reino Unido;Edimburgo;04-12-2022;Manana;Urbano;Carretera principal;Lluvioso;3;44;17;Femenino;0;2;Grave;18;3;Clima
9686;Reino Unido;Manchester;04-07-2022;Noche;Urbano;Carretera principal;Lluvioso;3;76;45;Masculino;2;1;Grave;18;3;Clima
9687;Reino Unido;Birmingham;05-02-2022;Manana;Rural;Calle;Ventoso;1;119;65;Femenino;0;0;No Grave;11;4;Clima
9688;Reino Unido;Glasgow;02-11-2022;Noche;Rural;Carretera principal;Despejado;1;74;48;Femenino;1;2;Grave;18;0;Conducir distraido
9689;Reino Unido;Edimburgo;07-01-2022;Noche;Rural;Calle;Neblinoso;4;118;26;Masculino;0;0;No Grave;15;1;Exceso de velocidad
9690;Reino Unido;Londres;01-02-2022;Manana;Urbano;Calle;Ventoso;3;90;16;Masculino;1;0;Grave;9;1;Clima
9691;Reino Unido;Manchester;02-12-2022;Manana;Rural;Calle;Lluvioso;4;31;28;Femenino;0;0;No Grave;19;1;Clima
9692;Reino Unido;Birmingham;02-08-2022;Noche;Urbano;Carretera;Ventoso;2;35;41;Masculino;2;1;Grave;17;1;Clima
9693;Reino Unido;Manchester;31-01-2022;Manana;Urbano;Carretera principal;Lluvioso;1;64;45;Femenino;1;0;No Grave;1;1;Conducir distraido
9694;Reino Unido;Londres;03-08-2022;Noche;Rural;Carretera principal;Lluvioso;2;72;28;Masculino;0;2;No Grave;6;3;Conducir distraido
9695;Reino Unido;Londres;02-08-2022;Noche;Rural;Carretera principal;Despejado;3;73;39;Femenino;0;1;Grave;15;2;Clima
9696;Reino Unido;Edimburgo;12-10-2022;Manana;Rural;Carretera principal;Neblinoso;2;70;22;Masculino;0;2;Grave;1;1;Clima
9697;Reino Unido;Manchester;05-12-2022;Noche;Urbano;Carretera principal;Neblinoso;4;44;67;Masculino;2;2;Grave;19;1;Exceso de velocidad
9698;Reino Unido;Manchester;02-12-2022;Manana;Rural;Carretera;Ventoso;2;74;74;Femenino;2;2;No Grave;3;4;Exceso de velocidad
9699;Reino Unido;Edimburgo;12-10-2022;Noche;Urbano;Calle;Ventoso;3;59;16;Femenino;1;1;Grave;12;0;Conducir en estado de ebriedad
9700;Reino Unido;Manchester;03-04-2022;Manana;Rural;Carretera;Ventoso;3;102;16;Masculino;0;2;Grave;8;4;Conducir distraido
9701;Reino Unido;Glasgow;02-12-2022;Noche;Rural;Calle;Despejado;4;61;23;Femenino;1;1;Grave;14;2;Conducir distraido
9702;Reino Unido;Manchester;07-12-2022;Noche;Rural;Calle;Nevoso;1;119;74;Masculino;0;1;Grave;4;0;Conducir distraido
9703;Reino Unido;Londres;03-12-2022;Noche;Rural;Carretera principal;Neblinoso;2;56;48;Masculino;0;2;No Grave;1;4;Clima
9704;Reino Unido;Birmingham;31-12-2022;Noche;Urbano;Carretera principal;Neblinoso;2;45;17;Femenino;0;0;Grave;5;1;Falla mecanica
9705;Reino Unido;Glasgow;24-07-2022;Noche;Rural;Carretera principal;Ventoso;3;113;17;Masculino;2;0;Grave;12;2;Falla mecanica
9706;Reino Unido;Birmingham;07-04-2022;Manana;Rural;Carretera principal;Nevoso;2;45;39;Femenino;1;2;Grave;4;2;Conducir distraido
9707;Reino Unido;Manchester;01-06-2022;Manana;Urbano;Carretera;Despejado;3;49;17;Femenino;1;2;No Grave;17;3;Conducir distraido
9708;Reino Unido;Edimburgo;02-09-2022;Noche;Rural;Calle;Lluvioso;2;117;17;Femenino;1;2;Grave;18;2;Conducir en estado de ebriedad
9709;Reino Unido;Birmingham;03-03-2022;Noche;Urbano;Carretera principal;Neblinoso;1;116;40;Masculino;1;1;Grave;2;3;Clima
9710;Reino Unido;Edimburgo;03-02-2022;Noche;Rural;Carretera principal;Ventoso;3;30;65;Masculino;2;1;Grave;19;1;Falla mecanica
9711;Reino Unido;Londres;12-05-2022;Noche;Urbano;Carretera principal;Ventoso;4;102;17;Femenino;0;2;No Grave;3;3;Conducir distraido
9712;Reino Unido;Glasgow;12-09-2022;Noche;Urbano;Carretera principal;Nevoso;3;75;17;Masculino;2;0;No Grave;1;4;Falla mecanica
9713;Reino Unido;Glasgow;02-03-2022;Tarde;Rural;Carretera;Lluvioso;4;65;40;Masculino;1;1;No Grave;4;0;Conducir en estado de ebriedad
9714;Reino Unido;Manchester;12-06-2022;Tarde;Rural;Calle;Despejado;2;113;19;Masculino;2;1;Grave;19;3;Exceso de velocidad
9715;Reino Unido;Londres;28-02-2022;Tarde;Rural;Carretera;Nevoso;2;52;28;Femenino;0;0;No Grave;17;0;Conducir distraido
9716;Reino Unido;Glasgow;28-09-2022;Manana;Urbano;Carretera principal;Despejado;3;92;66;Femenino;1;2;Grave;8;1;Conducir distraido
9717;Reino Unido;Birmingham;04-06-2022;Noche;Rural;Calle;Neblinoso;3;55;52;Femenino;1;0;Grave;2;0;Clima
9718;Reino Unido;Edimburgo;02-04-2022;Noche;Urbano;Carretera;Nevoso;4;51;31;Femenino;0;2;Grave;6;2;Falla mecanica
9719;Reino Unido;Glasgow;04-07-2022;Manana;Urbano;Carretera;Neblinoso;3;96;69;Masculino;2;2;No Grave;13;1;Falla mecanica
9720;Reino Unido;Glasgow;05-08-2022;Tarde;Urbano;Carretera;Despejado;3;86;37;Femenino;2;2;No Grave;11;2;Falla mecanica
9721;Reino Unido;Glasgow;05-08-2022;Noche;Rural;Carretera principal;Ventoso;4;82;39;Femenino;2;2;Grave;4;4;Conducir distraido
9722;Reino Unido;Glasgow;02-08-2022;Tarde;Urbano;Carretera principal;Neblinoso;3;75;23;Femenino;1;0;No Grave;4;0;Exceso de velocidad
9723;Reino Unido;Birmingham;31-01-2022;Noche;Rural;Carretera;Nevoso;1;53;16;Femenino;0;0;Grave;12;3;Exceso de velocidad
9724;Reino Unido;Londres;04-05-2022;Noche;Urbano;Carretera;Ventoso;3;83;21;Masculino;0;2;Grave;14;1;Falla mecanica
9725;Reino Unido;Birmingham;24-07-2022;Manana;Rural;Carretera;Despejado;3;73;30;Femenino;1;1;Grave;6;0;Conducir en estado de ebriedad
9726;Reino Unido;Glasgow;31-01-2022;Noche;Urbano;Carretera;Lluvioso;3;83;34;Femenino;0;1;No Grave;18;4;Conducir en estado de ebriedad
9727;Reino Unido;Manchester;24-02-2022;Noche;Rural;Carretera;Neblinoso;4;47;29;Femenino;0;1;No Grave;4;0;Exceso de velocidad
9728;Reino Unido;Londres;28-02-2022;Noche;Urbano;Carretera;Lluvioso;1;61;47;Femenino;2;1;No Grave;12;0;Conducir distraido
9729;Reino Unido;Manchester;03-08-2022;Tarde;Rural;Carretera;Ventoso;1;79;16;Masculino;1;2;Grave;12;3;Conducir distraido
9730;Reino Unido;Londres;02-09-2022;Noche;Rural;Calle;Despejado;3;104;24;Femenino;2;2;No Grave;6;2;Falla mecanica
9731;Reino Unido;Edimburgo;12-12-2022;Tarde;Rural;Carretera principal;Despejado;1;50;16;Femenino;2;2;No Grave;13;0;Falla mecanica
9732;Reino Unido;Birmingham;02-04-2022;Noche;Urbano;Carretera;Neblinoso;1;83;16;Femenino;2;2;Grave;5;3;Falla mecanica
9733;Reino Unido;Glasgow;07-03-2022;Manana;Rural;Calle;Ventoso;3;114;67;Femenino;0;2;Grave;4;1;Conducir en estado de ebriedad
9734;Reino Unido;Glasgow;06-01-2022;Tarde;Rural;Calle;Ventoso;4;33;66;Masculino;1;0;Grave;12;2;Exceso de velocidad
9735;Reino Unido;Londres;03-04-2022;Manana;Urbano;Carretera principal;Nevoso;4;56;33;Masculino;2;0;Grave;3;0;Falla mecanica
9736;Reino Unido;Manchester;05-11-2022;Tarde;Rural;Carretera principal;Despejado;2;38;74;Masculino;2;2;Grave;3;4;Clima
9737;Reino Unido;Londres;04-06-2022;Tarde;Urbano;Calle;Ventoso;2;119;73;Femenino;1;2;Grave;19;3;Conducir en estado de ebriedad
9738;Reino Unido;Edimburgo;07-11-2022;Tarde;Rural;Carretera;Ventoso;2;58;17;Femenino;1;1;Grave;8;3;Falla mecanica
9739;Reino Unido;Edimburgo;01-07-2022;Tarde;Rural;Carretera;Nevoso;1;101;16;Femenino;1;0;Grave;2;3;Conducir en estado de ebriedad
9740;Reino Unido;Manchester;02-10-2022;Noche;Urbano;Carretera principal;Despejado;2;65;17;Femenino;1;1;No Grave;17;2;Conducir distraido
9741;Reino Unido;Glasgow;31-07-2022;Noche;Urbano;Carretera principal;Nevoso;4;80;41;Masculino;0;1;Grave;8;1;Conducir distraido
9742;Reino Unido;Glasgow;06-04-2022;Noche;Rural;Carretera principal;Lluvioso;2;31;17;Masculino;2;0;No Grave;14;2;Falla mecanica
9743;Reino Unido;Glasgow;12-06-2022;Noche;Urbano;Carretera principal;Despejado;1;118;16;Masculino;0;1;Grave;0;1;Falla mecanica
9744;Reino Unido;Glasgow;05-06-2022;Manana;Rural;Carretera principal;Despejado;4;98;73;Femenino;0;1;No Grave;0;1;Falla mecanica
9745;Reino Unido;Londres;02-07-2022;Tarde;Urbano;Carretera principal;Nevoso;1;60;26;Femenino;0;2;No Grave;13;1;Falla mecanica
9746;Reino Unido;Birmingham;02-10-2022;Tarde;Urbano;Carretera;Nevoso;3;45;17;Femenino;0;1;Grave;0;3;Exceso de velocidad
9747;Reino Unido;Manchester;02-07-2022;Tarde;Urbano;Carretera principal;Nevoso;3;98;75;Femenino;1;2;No Grave;10;1;Clima
9748;Reino Unido;Birmingham;05-01-2022;Noche;Urbano;Calle;Lluvioso;4;40;17;Masculino;2;2;No Grave;5;0;Exceso de velocidad
9749;Reino Unido;Glasgow;02-03-2022;Noche;Rural;Carretera;Lluvioso;3;103;49;Femenino;1;0;Grave;7;2;Falla mecanica
9750;Reino Unido;Glasgow;06-12-2022;Noche;Urbano;Carretera;Nevoso;1;93;27;Masculino;1;1;No Grave;13;0;Falla mecanica
9751;Reino Unido;Birmingham;31-08-2022;Manana;Rural;Carretera;Ventoso;1;61;66;Femenino;0;1;No Grave;5;4;Conducir distraido
9752;Reino Unido;Manchester;02-08-2022;Noche;Urbano;Carretera;Neblinoso;2;106;57;Femenino;2;2;Grave;19;2;Falla mecanica
9753;Reino Unido;Glasgow;02-01-2022;Noche;Urbano;Carretera principal;Lluvioso;2;95;49;Femenino;1;0;Grave;9;0;Clima
9754;Reino Unido;Londres;31-07-2022;Manana;Urbano;Carretera;Lluvioso;4;48;27;Femenino;0;1;Grave;18;4;Falla mecanica
9755;Reino Unido;Birmingham;31-01-2022;Noche;Urbano;Calle;Lluvioso;3;57;73;Femenino;2;2;Grave;16;3;Conducir distraido
9756;Reino Unido;Edimburgo;04-11-2022;Noche;Urbano;Carretera principal;Lluvioso;1;99;18;Masculino;1;2;No Grave;14;3;Clima
9757;Reino Unido;Birmingham;04-09-2022;Noche;Rural;Calle;Nevoso;2;110;72;Femenino;2;2;No Grave;14;3;Clima
9758;Reino Unido;Birmingham;02-11-2022;Noche;Urbano;Calle;Lluvioso;4;58;23;Masculino;1;1;Grave;10;0;Conducir en estado de ebriedad
9759;Reino Unido;Edimburgo;12-04-2022;Tarde;Rural;Calle;Lluvioso;1;72;18;Femenino;0;2;Grave;1;0;Exceso de velocidad
9760;Reino Unido;Birmingham;24-02-2022;Tarde;Urbano;Carretera principal;Neblinoso;4;79;71;Masculino;0;2;Grave;10;3;Exceso de velocidad
9761;Reino Unido;Londres;07-07-2022;Tarde;Rural;Calle;Lluvioso;2;80;32;Masculino;0;2;No Grave;8;1;Falla mecanica
9762;Reino Unido;Birmingham;05-09-2022;Noche;Rural;Carretera;Neblinoso;3;80;57;Femenino;2;0;No Grave;0;1;Exceso de velocidad
9763;Reino Unido;Londres;04-09-2022;Noche;Rural;Carretera;Despejado;1;85;39;Femenino;2;0;Grave;12;4;Conducir en estado de ebriedad
9764;Reino Unido;Birmingham;01-08-2022;Noche;Urbano;Carretera principal;Despejado;1;35;24;Masculino;0;0;No Grave;8;1;Conducir distraido
9765;Reino Unido;Edimburgo;02-01-2022;Manana;Urbano;Calle;Lluvioso;4;116;18;Femenino;0;0;Grave;5;1;Conducir distraido
9766;Reino Unido;Londres;04-05-2022;Tarde;Rural;Carretera;Ventoso;4;48;71;Masculino;1;1;Grave;18;1;Falla mecanica
9767;Reino Unido;Glasgow;04-07-2022;Noche;Urbano;Carretera principal;Neblinoso;3;70;39;Femenino;0;1;Grave;19;1;Exceso de velocidad
9768;Reino Unido;Londres;07-06-2022;Noche;Urbano;Carretera;Lluvioso;2;94;24;Femenino;1;0;Grave;15;0;Conducir en estado de ebriedad
9769;Reino Unido;Londres;06-07-2022;Tarde;Rural;Calle;Ventoso;4;78;17;Masculino;0;0;Grave;19;0;Falla mecanica
9770;Reino Unido;Manchester;02-03-2022;Noche;Urbano;Carretera;Nevoso;2;92;20;Masculino;2;0;Grave;17;0;Exceso de velocidad
9771;Reino Unido;Manchester;07-12-2022;Manana;Rural;Carretera;Despejado;4;78;24;Masculino;2;0;Grave;18;4;Exceso de velocidad
9772;Reino Unido;Manchester;06-07-2022;Noche;Urbano;Carretera;Neblinoso;3;87;16;Masculino;1;1;No Grave;9;2;Exceso de velocidad
9773;Reino Unido;Edimburgo;24-06-2022;Manana;Urbano;Calle;Neblinoso;2;72;58;Masculino;0;2;Grave;15;4;Conducir en estado de ebriedad
9774;Reino Unido;Birmingham;02-01-2022;Noche;Rural;Carretera principal;Lluvioso;1;97;17;Femenino;0;1;Grave;7;2;Clima
9775;Reino Unido;Birmingham;06-03-2022;Tarde;Urbano;Carretera;Lluvioso;2;107;69;Masculino;1;0;No Grave;9;0;Conducir en estado de ebriedad
9776;Reino Unido;Londres;05-01-2022;Tarde;Urbano;Calle;Nevoso;4;93;48;Femenino;2;2;Grave;14;1;Falla mecanica
9777;Reino Unido;Glasgow;24-06-2022;Tarde;Rural;Carretera;Despejado;3;118;34;Femenino;2;0;No Grave;0;2;Clima
9778;Reino Unido;Manchester;04-01-2022;Tarde;Urbano;Calle;Nevoso;3;82;17;Femenino;2;1;Grave;15;3;Exceso de velocidad
9779;Reino Unido;Glasgow;12-07-2022;Noche;Rural;Carretera principal;Despejado;4;32;59;Femenino;2;2;Grave;14;0;Exceso de velocidad
9780;Reino Unido;Edimburgo;02-02-2022;Tarde;Rural;Carretera;Lluvioso;2;81;62;Femenino;1;1;Grave;9;4;Conducir en estado de ebriedad
9781;Reino Unido;Londres;02-06-2022;Noche;Rural;Carretera principal;Lluvioso;2;60;21;Femenino;2;2;Grave;0;3;Exceso de velocidad
9782;Reino Unido;Glasgow;12-10-2022;Tarde;Urbano;Carretera principal;Despejado;2;35;33;Masculino;0;1;Grave;4;0;Conducir en estado de ebriedad
9783;Reino Unido;Londres;06-04-2022;Noche;Urbano;Carretera;Ventoso;3;105;16;Femenino;0;0;Grave;16;0;Exceso de velocidad
9784;Reino Unido;Birmingham;12-09-2022;Noche;Urbano;Carretera;Neblinoso;1;58;17;Masculino;0;2;Grave;7;1;Exceso de velocidad
9785;Reino Unido;Edimburgo;07-08-2022;Tarde;Rural;Calle;Despejado;2;86;22;Femenino;0;0;No Grave;6;2;Falla mecanica
9786;Reino Unido;Glasgow;28-04-2022;Manana;Urbano;Carretera;Ventoso;1;68;22;Femenino;2;2;No Grave;0;3;Conducir en estado de ebriedad
9787;Reino Unido;Manchester;05-07-2022;Tarde;Rural;Calle;Neblinoso;3;109;22;Masculino;1;2;No Grave;16;2;Conducir en estado de ebriedad
9788;Reino Unido;Birmingham;06-03-2022;Noche;Rural;Carretera principal;Ventoso;3;41;24;Femenino;1;2;No Grave;19;1;Conducir en estado de ebriedad
9789;Reino Unido;Birmingham;24-06-2022;Noche;Urbano;Calle;Neblinoso;2;96;23;Masculino;2;2;Grave;15;4;Conducir distraido
9790;Reino Unido;Manchester;31-07-2022;Noche;Rural;Carretera;Despejado;4;114;62;Masculino;2;2;No Grave;16;2;Conducir en estado de ebriedad
9791;Reino Unido;Edimburgo;04-08-2022;Tarde;Urbano;Carretera principal;Ventoso;4;81;27;Masculino;1;2;No Grave;5;4;Clima
9792;Reino Unido;Edimburgo;07-04-2022;Manana;Urbano;Calle;Lluvioso;2;69;39;Femenino;2;2;No Grave;5;3;Exceso de velocidad
9793;Reino Unido;Glasgow;06-05-2022;Noche;Rural;Carretera;Nevoso;3;109;53;Femenino;0;0;No Grave;19;1;Conducir en estado de ebriedad
9794;Reino Unido;Birmingham;02-04-2022;Noche;Rural;Carretera;Nevoso;4;37;18;Masculino;0;0;Grave;13;2;Conducir en estado de ebriedad
9795;Reino Unido;Glasgow;02-06-2022;Noche;Rural;Carretera principal;Nevoso;3;61;70;Femenino;0;1;No Grave;17;4;Conducir en estado de ebriedad
9796;Reino Unido;Birmingham;12-05-2022;Noche;Rural;Carretera principal;Neblinoso;1;72;45;Masculino;0;1;Grave;6;2;Falla mecanica
9797;Reino Unido;Edimburgo;06-08-2022;Noche;Rural;Carretera principal;Lluvioso;1;57;36;Femenino;1;1;Grave;5;4;Exceso de velocidad
9798;Reino Unido;Glasgow;02-08-2022;Manana;Rural;Carretera principal;Neblinoso;2;116;58;Masculino;1;2;Grave;5;2;Exceso de velocidad
9799;Reino Unido;Birmingham;02-12-2022;Noche;Rural;Carretera principal;Lluvioso;1;90;45;Femenino;1;1;Grave;4;1;Conducir distraido
9800;Reino Unido;Londres;02-01-2022;Noche;Urbano;Carretera;Lluvioso;1;46;65;Femenino;2;1;Grave;4;4;Falla mecanica
9801;Reino Unido;Birmingham;05-06-2022;Tarde;Rural;Carretera principal;Ventoso;3;34;17;Femenino;1;2;No Grave;19;1;Conducir en estado de ebriedad
9802;Reino Unido;Manchester;31-05-2022;Noche;Urbano;Carretera principal;Neblinoso;1;71;36;Masculino;2;2;No Grave;11;0;Conducir en estado de ebriedad
9803;Reino Unido;Glasgow;04-01-2022;Manana;Rural;Carretera principal;Lluvioso;4;86;25;Femenino;2;1;Grave;5;3;Conducir distraido
9804;Reino Unido;Birmingham;02-03-2022;Noche;Urbano;Carretera principal;Nevoso;4;38;68;Masculino;2;0;Grave;0;1;Falla mecanica
9805;Reino Unido;Manchester;31-08-2022;Manana;Rural;Carretera;Despejado;1;99;52;Femenino;1;2;No Grave;4;3;Conducir en estado de ebriedad
9806;Reino Unido;Edimburgo;05-09-2022;Tarde;Rural;Carretera principal;Neblinoso;3;56;20;Femenino;1;0;No Grave;8;3;Clima
9807;Reino Unido;Birmingham;02-02-2022;Manana;Urbano;Carretera principal;Lluvioso;1;59;16;Masculino;2;1;Grave;14;3;Conducir en estado de ebriedad
9808;Reino Unido;Birmingham;02-10-2022;Noche;Urbano;Carretera principal;Despejado;2;105;18;Femenino;1;0;Grave;11;1;Falla mecanica
9809;Reino Unido;Glasgow;02-07-2022;Tarde;Rural;Carretera;Despejado;2;67;16;Femenino;2;0;Grave;7;0;Exceso de velocidad
9810;Reino Unido;Birmingham;28-06-2022;Noche;Urbano;Carretera principal;Ventoso;1;72;27;Femenino;0;0;Grave;10;2;Conducir en estado de ebriedad
9811;Reino Unido;Manchester;06-10-2022;Tarde;Rural;Calle;Despejado;4;40;18;Masculino;2;1;Grave;18;1;Falla mecanica
9812;Reino Unido;Birmingham;02-09-2022;Manana;Urbano;Calle;Lluvioso;4;55;67;Femenino;2;1;No Grave;6;1;Conducir en estado de ebriedad
9813;Reino Unido;Londres;02-10-2022;Noche;Rural;Calle;Lluvioso;1;40;68;Masculino;2;2;No Grave;17;1;Conducir distraido
9814;Reino Unido;Edimburgo;03-07-2022;Manana;Rural;Calle;Nevoso;2;31;63;Masculino;0;0;Grave;16;0;Conducir en estado de ebriedad
9815;Reino Unido;Londres;12-03-2022;Noche;Rural;Carretera principal;Lluvioso;1;76;23;Masculino;2;0;No Grave;11;0;Clima
9816;Reino Unido;Birmingham;05-09-2022;Noche;Urbano;Carretera;Despejado;3;99;21;Femenino;2;1;Grave;0;4;Clima
9817;Reino Unido;Edimburgo;02-05-2022;Tarde;Rural;Carretera principal;Despejado;2;75;16;Masculino;1;1;Grave;8;2;Exceso de velocidad
9818;Reino Unido;Edimburgo;03-05-2022;Manana;Rural;Carretera;Despejado;4;117;16;Masculino;1;0;Grave;3;0;Conducir distraido
9819;Reino Unido;Manchester;24-03-2022;Noche;Urbano;Carretera;Ventoso;4;117;26;Masculino;1;2;No Grave;8;4;Conducir distraido
9820;Reino Unido;Glasgow;03-08-2022;Noche;Urbano;Calle;Neblinoso;3;44;16;Masculino;2;1;Grave;10;4;Conducir en estado de ebriedad
9821;Reino Unido;Birmingham;04-08-2022;Noche;Rural;Carretera principal;Neblinoso;2;63;16;Femenino;1;1;Grave;13;0;Conducir en estado de ebriedad
9822;Reino Unido;Edimburgo;02-04-2022;Manana;Rural;Carretera principal;Despejado;1;37;44;Femenino;1;1;No Grave;4;4;Clima
9823;Reino Unido;Glasgow;02-09-2022;Noche;Rural;Calle;Lluvioso;2;97;48;Masculino;2;0;Grave;7;0;Falla mecanica
9824;Reino Unido;Glasgow;12-05-2022;Noche;Rural;Calle;Nevoso;3;31;68;Femenino;0;2;Grave;8;1;Falla mecanica
9825;Reino Unido;Birmingham;07-06-2022;Noche;Urbano;Carretera principal;Lluvioso;3;73;63;Masculino;1;2;Grave;14;1;Clima
9826;Reino Unido;Manchester;12-12-2022;Noche;Rural;Calle;Despejado;3;114;17;Femenino;2;2;Grave;16;1;Conducir distraido
